time,att_x,att_y,att_z,pos_x,pos_y,pos_z
1.093902,0.107072,0.097763,0.040751,7000.489198,-1198.730600,9.994721
1.106440,0.113089,0.065822,0.026834,0.000000,0.000000,0.000000
1.118980,-0.093575,0.051641,0.054587,0.000000,0.000000,0.000000
1.131500,0.054578,0.118534,0.065657,7000.614568,-1198.561192,10.150829
1.144008,-0.104583,-0.065209,-0.081723,0.000000,0.000000,0.000000
1.156206,-0.001211,-0.037223,0.118332,7000.270076,-1198.579525,10.218733
1.168751,-0.144425,0.161533,-0.108851,0.000000,0.000000,0.000000
1.181240,0.138155,-0.108078,-0.164883,7000.463234,-1198.722278,9.941019
1.193761,0.007133,0.136958,-0.097479,0.000000,0.000000,0.000000
1.206280,0.002112,0.049069,0.145831,0.000000,0.000000,0.000000
1.218798,-0.211684,0.172899,0.193973,7000.616582,-1198.701279,10.038604
1.231312,0.048277,-0.057536,-0.145758,0.000000,0.000000,0.000000
1.243828,0.059214,0.110985,0.025093,7000.517055,-1198.575466,10.040876
1.254077,-0.101117,0.080239,0.086149,0.000000,0.000000,0.000000
1.266441,-0.076264,-0.221733,0.070429,7000.523435,-1198.687445,10.196500
1.278962,0.002340,-0.242086,-0.022632,0.000000,0.000000,0.000000
1.289661,-0.048978,0.101881,-0.033884,0.000000,0.000000,0.000000
1.302193,0.036742,0.013725,-0.329110,7000.664925,-1198.735514,9.908030
1.314470,-0.124264,0.217579,0.119706,0.000000,0.000000,0.000000
1.326929,0.034885,-0.031111,0.174934,7000.663317,-1198.582433,9.949627
1.337454,0.042392,0.052660,0.096347,0.000000,0.000000,0.000000
1.349989,0.015944,0.008498,-0.030848,7000.356782,-1198.647534,10.095953
1.361614,-0.134044,-0.020535,0.096169,0.000000,0.000000,0.000000
1.372737,-0.107731,0.007170,-0.138581,0.000000,0.000000,0.000000
1.385115,0.054407,-0.016100,0.036633,7000.664241,-1198.620879,9.919614
1.397655,0.116776,-0.171820,0.193774,0.000000,0.000000,0.000000
1.410191,-0.006588,-0.085553,0.155571,7000.667867,-1198.499663,9.951191
1.422173,-0.107431,-0.076888,-0.034425,0.000000,0.000000,0.000000
1.434692,-0.148914,-0.189322,0.152217,7000.577291,-1198.647511,10.004801
1.444737,0.086536,0.087271,0.081199,0.000000,0.000000,0.000000
1.457253,0.065132,0.078118,-0.102493,0.000000,0.000000,0.000000
1.467935,-0.236292,-0.053064,-0.076441,7000.702027,-1198.677363,10.021624
1.480472,0.015325,-0.026889,0.143899,0.000000,0.000000,0.000000
1.492991,0.048455,0.006190,-0.002320,7000.649471,-1198.788467,10.100107
1.505506,-0.017251,-0.105119,0.092468,0.000000,0.000000,0.000000
1.518064,-0.087273,-0.068785,-0.062014,0.000000,0.000000,0.000000
1.530206,0.153062,-0.058778,-0.006128,7000.687038,-1198.669471,9.981018
1.542739,-0.064412,-0.029652,-0.095840,0.000000,0.000000,0.000000
1.553662,0.055553,-0.054779,-0.126961,7000.780822,-1198.568451,10.069059
1.564106,-0.124553,-0.078858,-0.157691,0.000000,0.000000,0.000000
1.574741,-0.023158,-0.148395,0.181132,7000.817110,-1198.862202,9.894420
1.585104,-0.031229,-0.063862,-0.164639,0.000000,0.000000,0.000000
1.596772,0.177534,0.104374,0.022637,0.000000,0.000000,0.000000
1.607992,-0.107977,-0.030422,0.161180,7000.613996,-1198.755956,9.715932
1.619895,-0.001859,0.144059,-0.053069,0.000000,0.000000,0.000000
1.632450,0.132119,0.026189,-0.039887,7000.685403,-1198.674697,9.892686
1.645006,0.030661,0.022728,0.172477,0.000000,0.000000,0.000000
1.657553,0.089473,0.016729,0.089917,7000.689767,-1198.576824,10.090723
1.670107,0.101054,-0.063756,-0.126401,0.000000,0.000000,0.000000
1.682657,-0.069350,-0.065804,-0.058392,7000.559176,-1198.629386,10.018758
1.693890,-0.078726,0.049184,0.042339,0.000000,0.000000,0.000000
1.706440,-0.034204,-0.000538,-0.000374,7000.987431,-1198.819521,10.058085
1.717433,0.135870,-0.057411,0.102523,0.000000,0.000000,0.000000
1.729987,0.142444,0.040775,-0.056656,0.000000,0.000000,0.000000
1.742522,-0.252734,0.120567,0.068263,7000.813698,-1198.669350,10.091403
1.755175,0.013009,0.019478,0.136324,0.000000,0.000000,0.000000
1.767060,0.169020,0.010696,-0.077900,7000.770531,-1198.801092,10.134284
1.778085,0.179738,0.034969,-0.001369,0.000000,0.000000,0.000000
1.790614,0.094387,-0.189554,0.031030,7000.836227,-1198.580291,9.847230
1.802770,0.072256,0.095584,-0.005349,0.000000,0.000000,0.000000
1.814761,0.128801,-0.049525,0.021891,7000.808454,-1198.624213,10.152358
1.825451,-0.052728,-0.116296,0.100576,0.000000,0.000000,0.000000
1.837921,-0.174537,0.201607,-0.208341,0.000000,0.000000,0.000000
1.848193,0.157294,-0.178115,0.065276,7000.796248,-1198.840879,10.055090
1.860543,-0.083607,0.165558,-0.066041,0.000000,0.000000,0.000000
1.870802,0.114476,0.002458,0.044525,7000.865517,-1198.627007,9.991734
1.880930,0.014623,-0.054878,0.070864,0.000000,0.000000,0.000000
1.891426,-0.123237,-0.130132,-0.039586,7000.999679,-1198.447910,9.944866
1.903963,0.011893,0.049076,-0.205279,0.000000,0.000000,0.000000
1.916491,-0.109340,-0.124182,-0.080676,0.000000,0.000000,0.000000
1.929040,0.002412,0.194898,0.021614,7000.761696,-1198.833424,9.993494
1.940943,-0.099496,-0.040462,-0.068134,0.000000,0.000000,0.000000
1.952721,0.024499,0.028900,0.011790,7000.706485,-1198.791352,10.143635
1.965253,0.011881,-0.006297,0.169152,0.000000,0.000000,0.000000
1.977804,0.025310,0.009853,-0.015825,7000.765075,-1198.758717,9.919206
1.988190,0.053101,0.083701,0.099674,0.000000,0.000000,0.000000
1.998527,-0.029928,-0.025752,-0.077617,0.000000,0.000000,0.000000
2.010558,0.063387,-0.080293,0.031864,7000.846677,-1198.566483,9.931971
2.020758,0.124625,-0.090777,0.017077,0.000000,0.000000,0.000000
2.033295,-0.113792,-0.073642,-0.029530,7000.945266,-1198.606765,9.824659
2.045844,-0.212266,0.213786,-0.020215,0.000000,0.000000,0.000000
2.056967,0.060848,0.152685,0.148705,7000.864339,-1198.807448,10.024441
2.069386,0.213599,0.103041,-0.191121,0.000000,0.000000,0.000000
2.081943,-0.023923,0.067331,0.069197,7000.854222,-1198.663851,9.949372
2.094488,-0.136642,-0.006071,-0.198236,0.000000,0.000000,0.000000
2.107035,-0.121144,-0.065741,0.005566,0.000000,0.000000,0.000000
2.119289,0.123484,0.086650,0.027112,7001.139737,-1198.805919,10.125165
2.131843,0.049604,-0.005124,0.066409,0.000000,0.000000,0.000000
2.143887,0.085912,0.173964,0.038349,7000.831359,-1198.634628,10.020067
2.154050,-0.004365,0.119763,0.073627,0.000000,0.000000,0.000000
2.166606,-0.086901,0.166360,0.031367,7000.775209,-1198.612130,9.954047
2.177754,0.080360,0.094117,-0.077774,0.000000,0.000000,0.000000
2.188807,0.005107,0.042958,-0.009987,7001.071116,-1198.661626,10.126236
2.200486,0.127847,-0.177780,-0.184670,0.000000,0.000000,0.000000
2.210925,0.210258,0.018059,-0.130186,7000.857295,-1198.682837,10.047486
2.222659,0.029506,-0.063262,-0.092533,0.000000,0.000000,0.000000
2.235192,-0.003901,0.041346,0.138703,0.000000,0.000000,0.000000
2.247730,0.153620,-0.061181,-0.114309,7000.922034,-1198.843324,9.874522
2.260267,-0.047873,0.030009,0.028238,0.000000,0.000000,0.000000
2.272676,0.072453,0.047786,0.057448,7001.094373,-1198.728951,9.937628
2.283566,0.054299,-0.073566,-0.047468,0.000000,0.000000,0.000000
2.296100,0.026880,0.068646,-0.160810,7001.199909,-1198.676493,9.850542
2.308640,0.084406,0.185014,-0.040151,0.000000,0.000000,0.000000
2.319521,0.031804,0.049481,0.230781,7001.091709,-1198.622731,10.028167
2.332075,0.072887,-0.163820,0.209749,0.000000,0.000000,0.000000
2.343881,-0.159392,-0.127008,0.015444,0.000000,0.000000,0.000000
2.356427,-0.072916,-0.159100,0.034161,7001.259513,-1198.686366,10.171086
2.368974,-0.074840,-0.192881,0.119002,0.000000,0.000000,0.000000
2.379201,0.093129,-0.009455,0.180554,7000.998883,-1198.630393,9.979257
2.391741,0.102346,0.076501,0.048761,0.000000,0.000000,0.000000
2.404293,-0.048486,-0.097321,0.075852,7001.002105,-1198.698457,9.977588
2.415588,-0.002822,0.157723,-0.084748,0.000000,0.000000,0.000000
2.427218,0.009617,-0.226221,-0.067953,7001.191670,-1198.692017,9.955869
2.439748,0.251325,-0.001143,0.307613,0.000000,0.000000,0.000000
2.452295,-0.101263,-0.054105,0.151421,0.000000,0.000000,0.000000
2.462951,-0.013045,-0.004093,0.061699,7001.304743,-1198.583717,9.973324
2.474472,0.170937,0.028918,0.128196,0.000000,0.000000,0.000000
2.487002,0.032806,-0.018181,-0.135221,7001.113361,-1198.316571,10.160265
2.499549,-0.040689,-0.157185,0.091369,0.000000,0.000000,0.000000
2.512119,-0.044139,-0.034035,0.166470,7001.214297,-1198.541721,10.040280
2.524661,0.064026,0.060009,0.130496,0.000000,0.000000,0.000000
2.537273,-0.018815,-0.070302,-0.037031,0.000000,0.000000,0.000000
2.547581,-0.033525,-0.050295,-0.030250,7001.232366,-1198.572650,10.026357
2.560123,0.094433,-0.054803,-0.062955,0.000000,0.000000,0.000000
2.572005,-0.106367,0.134014,-0.148351,7001.037420,-1198.585860,10.054105
2.583872,0.065025,-0.087258,0.141870,0.000000,0.000000,0.000000
2.595014,0.046341,-0.102429,-0.011019,7001.197614,-1198.517991,10.065170
2.607569,-0.279811,-0.163325,0.087524,0.000000,0.000000,0.000000
2.619343,0.014641,-0.160796,0.057141,0.000000,0.000000,0.000000
2.631874,-0.071471,0.095990,-0.062098,7001.050183,-1198.700798,9.917784
2.644406,-0.092495,-0.156435,0.017800,0.000000,0.000000,0.000000
2.656936,0.040985,-0.011740,0.027547,7001.165592,-1198.671875,10.117836
2.669393,0.108620,0.006784,-0.124019,0.000000,0.000000,0.000000
2.681925,-0.114061,-0.114200,-0.181191,7001.033927,-1198.472229,9.890647
2.694112,-0.138686,0.104649,-0.046791,0.000000,0.000000,0.000000
2.706651,-0.059926,0.217343,-0.029542,7001.328525,-1198.740938,9.834611
2.719201,0.105891,0.061723,-0.155168,0.000000,0.000000,0.000000
2.729318,0.178960,0.015058,0.289500,0.000000,0.000000,0.000000
2.741246,-0.156453,-0.010275,0.169057,7001.209124,-1198.495041,9.902009
2.752713,-0.074704,-0.038404,-0.008519,0.000000,0.000000,0.000000
2.764146,0.007715,-0.038032,0.061242,7001.216108,-1198.582063,10.145315
2.776671,0.009097,0.132841,0.112278,0.000000,0.000000,0.000000
2.789206,-0.029236,0.025385,-0.152417,7001.013653,-1198.457425,10.193451
2.801747,-0.144787,-0.006214,0.110855,0.000000,0.000000,0.000000
2.814291,-0.174698,0.008429,0.106085,0.000000,0.000000,0.000000
2.826769,0.040105,0.162784,0.051822,7001.285278,-1198.687048,9.853715
2.837277,0.120868,-0.114680,-0.017805,0.000000,0.000000,0.000000
2.849062,-0.029959,-0.069320,0.086752,7001.308166,-1198.517716,10.024562
2.864809,0.131890,0.077960,0.042770,0.000000,0.000000,0.000000
2.875726,0.021646,0.043654,0.123638,0.000000,0.000000,0.000000
2.886315,-0.154532,0.099728,-0.036144,7001.159821,-1198.547686,10.085625
2.901761,-0.071841,0.109337,-0.026416,0.000000,0.000000,0.000000
2.914306,0.089997,0.016517,-0.025840,7001.196267,-1198.848903,10.069901
2.926834,-0.001255,0.019172,-0.002502,0.000000,0.000000,0.000000
2.937978,-0.138659,-0.287714,0.237472,7001.286848,-1198.868496,9.976837
2.948690,0.100368,0.077624,-0.037339,0.000000,0.000000,0.000000
2.961256,-0.141312,0.176005,-0.090489,0.000000,0.000000,0.000000
2.973781,0.109534,0.100871,0.140769,7001.247168,-1198.523821,9.965588
2.986312,0.006327,0.126446,0.008713,0.000000,0.000000,0.000000
2.997083,-0.073772,-0.024372,0.007431,7001.344247,-1198.611284,9.670356
3.007765,0.175139,-0.100496,-0.080385,0.000000,0.000000,0.000000
3.019364,0.078371,-0.100223,0.239268,7001.195198,-1198.406725,10.119171
3.031894,-0.016084,0.016115,0.128065,0.000000,0.000000,0.000000
3.044439,-0.055871,0.130758,-0.089538,7001.365368,-1198.654772,10.174392
3.054887,-0.191900,-0.031912,0.024119,0.000000,0.000000,0.000000
3.067411,-0.019003,0.072754,0.159468,0.000000,0.000000,0.000000
3.079080,0.068152,0.045800,-0.003424,7001.384820,-1198.570347,10.095812
3.090020,-0.019143,-0.185217,0.023843,0.000000,0.000000,0.000000
3.102573,-0.130065,0.013503,0.032892,7001.369266,-1198.613902,9.968610
3.114134,0.222873,-0.057800,-0.123650,0.000000,0.000000,0.000000
3.126695,-0.133888,-0.080239,0.174733,7001.231207,-1198.642305,10.095628
3.139242,0.223095,-0.104302,-0.050242,0.000000,0.000000,0.000000
3.151185,0.091272,0.184734,0.030925,7001.269030,-1198.614012,9.860880
3.163723,0.121208,0.059290,0.102168,0.000000,0.000000,0.000000
3.175758,0.072973,-0.008755,0.013086,0.000000,0.000000,0.000000
3.188307,0.065835,0.016798,0.021285,7001.442896,-1198.636689,10.036092
3.200860,-0.036044,0.001646,-0.021989,0.000000,0.000000,0.000000
3.213420,0.252786,-0.135036,-0.027134,7001.517174,-1198.791826,10.193230
3.225971,-0.081203,0.051622,-0.072949,0.000000,0.000000,0.000000
3.236047,-0.104367,-0.029558,0.088114,0.000000,0.000000,0.000000
3.248621,0.057608,-0.076331,0.002226,7001.405714,-1198.704993,10.155026
3.260966,0.025836,0.209130,0.150283,0.000000,0.000000,0.000000
3.272052,-0.135657,0.264205,-0.076731,7001.316256,-1198.695803,9.965029
3.284590,0.092994,-0.002024,-0.119605,0.000000,0.000000,0.000000
3.297137,-0.216426,0.021787,0.142158,7001.286663,-1198.807706,10.151668
3.307578,0.040024,0.194243,0.180097,0.000000,0.000000,0.000000
3.319377,0.005958,-0.029625,0.109717,0.000000,0.000000,0.000000
3.331922,-0.245813,-0.119410,-0.109969,7001.532999,-1198.530657,10.080654
3.342170,-0.052482,-0.075037,0.268403,0.000000,0.000000,0.000000
3.354727,-0.160916,-0.077769,-0.057861,7001.523437,-1198.539314,9.896961
3.367264,-0.035497,0.006853,0.182325,0.000000,0.000000,0.000000
3.379790,-0.022405,-0.010877,-0.036722,7001.232855,-1198.670065,9.923015
3.392335,0.069611,0.151412,0.075190,0.000000,0.000000,0.000000
3.402706,-0.034036,0.036029,-0.019078,7001.496340,-1198.643428,10.143354
3.413773,-0.104467,-0.163224,0.064704,0.000000,0.000000,0.000000
3.426320,0.011577,0.073193,-0.057588,7001.541343,-1198.609904,9.997134
3.437140,-0.024156,0.049778,-0.039322,0.000000,0.000000,0.000000
3.449675,-0.059410,-0.022761,0.059091,7001.486441,-1198.720814,10.091917
3.462215,0.037503,0.047222,-0.116690,0.000000,0.000000,0.000000
3.474754,0.037554,0.240259,0.025920,0.000000,0.000000,0.000000
3.486463,-0.179357,0.306841,-0.174942,7001.427406,-1198.684091,9.937431
3.497475,-0.076095,0.213687,-0.079738,0.000000,0.000000,0.000000
3.510018,-0.234115,-0.186048,-0.010046,7001.679340,-1198.673698,9.993317
3.522227,-0.028351,-0.016744,0.030972,0.000000,0.000000,0.000000
3.534772,0.002879,-0.095162,-0.088602,7001.473175,-1198.644207,9.903603
3.545991,-0.072772,-0.005241,0.011506,0.000000,0.000000,0.000000
3.558533,0.081038,0.072273,0.194369,7001.604277,-1198.669003,9.872484
3.570548,0.003510,0.100620,0.180954,0.000000,0.000000,0.000000
3.583099,0.005955,0.044954,-0.030057,7001.435971,-1198.692759,9.841761
3.594016,-0.036672,-0.036323,-0.066522,0.000000,0.000000,0.000000
3.604745,-0.126723,0.049762,-0.085141,0.000000,0.000000,0.000000
3.616907,-0.019336,0.094376,-0.007610,7001.549160,-1198.761988,10.180591
3.629469,0.013077,0.076613,-0.073492,0.000000,0.000000,0.000000
3.642011,-0.199163,0.055674,-0.080669,7001.552321,-1198.677177,9.834826
3.654076,-0.038238,-0.076590,-0.031610,0.000000,0.000000,0.000000
3.666610,-0.042937,-0.014153,0.118171,7001.772138,-1198.508668,10.022102
3.679148,-0.045074,-0.079863,0.063097,0.000000,0.000000,0.000000
3.689934,0.039208,-0.064995,-0.053045,7001.497939,-1198.643208,10.160648
3.701754,0.039060,0.175277,-0.016117,0.000000,0.000000,0.000000
3.714285,0.181091,-0.068017,0.179770,0.000000,0.000000,0.000000
3.726822,0.100371,-0.026176,-0.055734,7001.615826,-1198.468476,9.946401
3.739362,0.102676,-0.054193,0.080240,0.000000,0.000000,0.000000
3.751762,-0.066768,-0.014035,0.074893,7001.760606,-1198.586115,9.959580
3.764323,0.000770,0.120680,-0.042463,0.000000,0.000000,0.000000
3.776854,0.073414,0.063976,-0.065393,7001.670069,-1198.589359,10.171942
3.789392,0.014343,0.033994,0.161815,0.000000,0.000000,0.000000
3.801954,-0.044348,-0.126175,-0.104822,0.000000,0.000000,0.000000
3.814515,0.076042,0.085227,-0.022017,7001.740626,-1198.595150,10.089382
3.827056,0.025423,0.163146,0.056963,0.000000,0.000000,0.000000
3.839584,-0.175578,0.242671,-0.041515,7001.763205,-1198.675449,9.873062
3.851754,-0.051810,-0.256959,0.169257,0.000000,0.000000,0.000000
3.864332,-0.035578,0.042610,0.156649,7001.603907,-1198.677325,9.941070
3.876878,0.153938,-0.166689,0.043036,0.000000,0.000000,0.000000
3.889012,-0.056287,-0.066049,0.121886,7001.605946,-1198.562192,10.041806
3.901544,-0.142465,0.187933,-0.138976,0.000000,0.000000,0.000000
3.914090,-0.048294,0.187743,-0.000923,0.000000,0.000000,0.000000
3.926635,0.023095,0.118991,0.096427,7001.661774,-1198.611775,9.999092
3.939173,0.037193,0.017386,0.049854,0.000000,0.000000,0.000000
3.951717,-0.071741,-0.099529,0.022397,7001.843372,-1198.668538,10.101995
3.962220,-0.047965,-0.009698,-0.108581,0.000000,0.000000,0.000000
3.974762,-0.070553,-0.086275,0.012256,7001.860743,-1198.570244,9.942814
3.986044,0.097949,-0.055278,-0.091928,0.000000,0.000000,0.000000
3.997616,0.053692,0.005175,0.041079,7001.477251,-1198.490360,10.067735
4.007816,0.128835,0.162123,0.091951,0.000000,0.000000,0.000000
4.019424,-0.162807,0.047955,0.132298,0.000000,0.000000,0.000000
4.030929,0.231956,-0.041457,0.203374,7001.754326,-1198.591373,10.135797
4.042217,0.055808,0.038564,0.140809,0.000000,0.000000,0.000000
4.054757,-0.011686,-0.065746,-0.115856,7001.921615,-1198.600102,9.921576
4.067291,-0.031407,0.149034,0.070559,0.000000,0.000000,0.000000
4.079826,0.207212,-0.037456,0.110901,7001.943816,-1198.575802,9.998113
4.092373,-0.164847,-0.027952,0.172551,0.000000,0.000000,0.000000
4.102715,0.095243,-0.026090,-0.194397,7001.869396,-1198.800295,10.030512
4.115251,0.041634,-0.008760,-0.079060,0.000000,0.000000,0.000000
4.127743,-0.056312,-0.144295,-0.031807,0.000000,0.000000,0.000000
4.140304,-0.143290,0.027931,-0.028520,7001.858717,-1198.515151,9.994135
4.151687,0.041526,-0.016346,0.108215,0.000000,0.000000,0.000000
4.164240,0.029679,0.069725,0.092392,7001.926888,-1198.660274,10.021380
4.176790,0.026144,0.303483,0.046167,0.000000,0.000000,0.000000
4.187407,0.250830,-0.044248,-0.003398,7001.756966,-1198.727089,10.100072
4.199938,0.155607,0.144127,0.118173,0.000000,0.000000,0.000000
4.212440,0.051620,-0.161638,-0.122973,0.000000,0.000000,0.000000
4.224997,-0.020952,0.117961,-0.067049,7001.646625,-1198.409227,9.791158
4.236030,0.066738,-0.160636,0.170317,0.000000,0.000000,0.000000
4.247618,0.136323,-0.145070,0.042410,7001.989671,-1198.789025,10.064783
4.260156,-0.268999,-0.080017,-0.006250,0.000000,0.000000,0.000000
4.272726,-0.092671,-0.026324,0.184862,7001.760267,-1198.445429,9.933469
4.285263,0.146404,0.021314,-0.064232,0.000000,0.000000,0.000000
4.297483,0.099580,-0.138655,-0.025254,0.000000,0.000000,0.000000
4.310029,0.097077,-0.015431,0.005889,7001.969066,-1198.608626,10.044040
4.322570,0.147079,-0.167805,-0.071886,0.000000,0.000000,0.000000
4.334424,-0.084118,0.093685,-0.010981,7001.880645,-1198.666091,10.070388
4.345825,-0.202544,-0.064913,0.046410,0.000000,0.000000,0.000000
4.358374,-0.095917,-0.131677,0.222898,7001.753356,-1198.741468,9.959944
4.370950,-0.158367,-0.135238,0.124419,0.000000,0.000000,0.000000
4.382804,-0.170674,0.012281,0.153250,7001.900035,-1198.562401,9.794254
4.395366,0.172227,-0.052166,0.112652,0.000000,0.000000,0.000000
